images,masks
Dataset/test/mat5ch_Flair/P44_T1_73.mat,Dataset/test/Mask/P44_T1_73.png
Dataset/test/mat5ch_Flair/P44_T1_74.mat,Dataset/test/Mask/P44_T1_74.png
Dataset/test/mat5ch_Flair/P44_T1_75.mat,Dataset/test/Mask/P44_T1_75.png
Dataset/test/mat5ch_Flair/P44_T1_76.mat,Dataset/test/Mask/P44_T1_76.png
Dataset/test/mat5ch_Flair/P44_T1_77.mat,Dataset/test/Mask/P44_T1_77.png
Dataset/test/mat5ch_Flair/P44_T1_78.mat,Dataset/test/Mask/P44_T1_78.png
Dataset/test/mat5ch_Flair/P44_T1_79.mat,Dataset/test/Mask/P44_T1_79.png
Dataset/test/mat5ch_Flair/P44_T1_80.mat,Dataset/test/Mask/P44_T1_80.png
Dataset/test/mat5ch_Flair/P44_T1_81.mat,Dataset/test/Mask/P44_T1_81.png
Dataset/test/mat5ch_Flair/P44_T1_82.mat,Dataset/test/Mask/P44_T1_82.png
Dataset/test/mat5ch_Flair/P44_T1_83.mat,Dataset/test/Mask/P44_T1_83.png
Dataset/test/mat5ch_Flair/P44_T1_84.mat,Dataset/test/Mask/P44_T1_84.png
Dataset/test/mat5ch_Flair/P44_T1_85.mat,Dataset/test/Mask/P44_T1_85.png
Dataset/test/mat5ch_Flair/P44_T1_86.mat,Dataset/test/Mask/P44_T1_86.png
Dataset/test/mat5ch_Flair/P44_T1_87.mat,Dataset/test/Mask/P44_T1_87.png
Dataset/test/mat5ch_Flair/P44_T1_88.mat,Dataset/test/Mask/P44_T1_88.png
Dataset/test/mat5ch_Flair/P44_T1_89.mat,Dataset/test/Mask/P44_T1_89.png
Dataset/test/mat5ch_Flair/P44_T1_90.mat,Dataset/test/Mask/P44_T1_90.png
Dataset/test/mat5ch_Flair/P44_T1_91.mat,Dataset/test/Mask/P44_T1_91.png
Dataset/test/mat5ch_Flair/P44_T1_92.mat,Dataset/test/Mask/P44_T1_92.png
Dataset/test/mat5ch_Flair/P44_T1_93.mat,Dataset/test/Mask/P44_T1_93.png
Dataset/test/mat5ch_Flair/P44_T1_94.mat,Dataset/test/Mask/P44_T1_94.png
Dataset/test/mat5ch_Flair/P44_T1_95.mat,Dataset/test/Mask/P44_T1_95.png
Dataset/test/mat5ch_Flair/P44_T1_96.mat,Dataset/test/Mask/P44_T1_96.png
Dataset/test/mat5ch_Flair/P44_T1_97.mat,Dataset/test/Mask/P44_T1_97.png
Dataset/test/mat5ch_Flair/P44_T1_98.mat,Dataset/test/Mask/P44_T1_98.png
Dataset/test/mat5ch_Flair/P44_T1_99.mat,Dataset/test/Mask/P44_T1_99.png
Dataset/test/mat5ch_Flair/P44_T1_100.mat,Dataset/test/Mask/P44_T1_100.png
Dataset/test/mat5ch_Flair/P44_T1_101.mat,Dataset/test/Mask/P44_T1_101.png
Dataset/test/mat5ch_Flair/P44_T1_102.mat,Dataset/test/Mask/P44_T1_102.png
Dataset/test/mat5ch_Flair/P44_T1_103.mat,Dataset/test/Mask/P44_T1_103.png
Dataset/test/mat5ch_Flair/P44_T1_104.mat,Dataset/test/Mask/P44_T1_104.png
Dataset/test/mat5ch_Flair/P44_T1_105.mat,Dataset/test/Mask/P44_T1_105.png
Dataset/test/mat5ch_Flair/P44_T1_106.mat,Dataset/test/Mask/P44_T1_106.png
Dataset/test/mat5ch_Flair/P44_T1_107.mat,Dataset/test/Mask/P44_T1_107.png
Dataset/test/mat5ch_Flair/P44_T1_108.mat,Dataset/test/Mask/P44_T1_108.png
Dataset/test/mat5ch_Flair/P44_T1_109.mat,Dataset/test/Mask/P44_T1_109.png
Dataset/test/mat5ch_Flair/P44_T1_110.mat,Dataset/test/Mask/P44_T1_110.png
Dataset/test/mat5ch_Flair/P44_T1_111.mat,Dataset/test/Mask/P44_T1_111.png
Dataset/test/mat5ch_Flair/P44_T1_112.mat,Dataset/test/Mask/P44_T1_112.png
Dataset/test/mat5ch_Flair/P44_T1_113.mat,Dataset/test/Mask/P44_T1_113.png
Dataset/test/mat5ch_Flair/P44_T1_114.mat,Dataset/test/Mask/P44_T1_114.png
Dataset/test/mat5ch_Flair/P44_T1_115.mat,Dataset/test/Mask/P44_T1_115.png
Dataset/test/mat5ch_Flair/P44_T1_116.mat,Dataset/test/Mask/P44_T1_116.png
Dataset/test/mat5ch_Flair/P44_T1_117.mat,Dataset/test/Mask/P44_T1_117.png
Dataset/test/mat5ch_Flair/P44_T1_118.mat,Dataset/test/Mask/P44_T1_118.png
Dataset/test/mat5ch_Flair/P44_T1_119.mat,Dataset/test/Mask/P44_T1_119.png
Dataset/test/mat5ch_Flair/P44_T1_120.mat,Dataset/test/Mask/P44_T1_120.png
Dataset/test/mat5ch_Flair/P44_T1_121.mat,Dataset/test/Mask/P44_T1_121.png
Dataset/test/mat5ch_Flair/P44_T1_122.mat,Dataset/test/Mask/P44_T1_122.png
Dataset/test/mat5ch_Flair/P44_T1_123.mat,Dataset/test/Mask/P44_T1_123.png
Dataset/test/mat5ch_Flair/P44_T1_124.mat,Dataset/test/Mask/P44_T1_124.png
Dataset/test/mat5ch_Flair/P44_T1_125.mat,Dataset/test/Mask/P44_T1_125.png
Dataset/test/mat5ch_Flair/P44_T1_126.mat,Dataset/test/Mask/P44_T1_126.png
Dataset/test/mat5ch_Flair/P44_T1_127.mat,Dataset/test/Mask/P44_T1_127.png
Dataset/test/mat5ch_Flair/P44_T1_128.mat,Dataset/test/Mask/P44_T1_128.png
Dataset/test/mat5ch_Flair/P44_T1_129.mat,Dataset/test/Mask/P44_T1_129.png
Dataset/test/mat5ch_Flair/P44_T1_130.mat,Dataset/test/Mask/P44_T1_130.png
Dataset/test/mat5ch_Flair/P44_T1_131.mat,Dataset/test/Mask/P44_T1_131.png
Dataset/test/mat5ch_Flair/P44_T1_132.mat,Dataset/test/Mask/P44_T1_132.png
Dataset/test/mat5ch_Flair/P44_T1_133.mat,Dataset/test/Mask/P44_T1_133.png
Dataset/test/mat5ch_Flair/P44_T1_134.mat,Dataset/test/Mask/P44_T1_134.png
Dataset/test/mat5ch_Flair/P44_T1_135.mat,Dataset/test/Mask/P44_T1_135.png
Dataset/test/mat5ch_Flair/P44_T1_136.mat,Dataset/test/Mask/P44_T1_136.png
Dataset/test/mat5ch_Flair/P44_T1_137.mat,Dataset/test/Mask/P44_T1_137.png
Dataset/test/mat5ch_Flair/P44_T1_138.mat,Dataset/test/Mask/P44_T1_138.png
Dataset/test/mat5ch_Flair/P44_T1_139.mat,Dataset/test/Mask/P44_T1_139.png
Dataset/test/mat5ch_Flair/P44_T1_140.mat,Dataset/test/Mask/P44_T1_140.png
Dataset/test/mat5ch_Flair/P44_T1_141.mat,Dataset/test/Mask/P44_T1_141.png
Dataset/test/mat5ch_Flair/P44_T1_142.mat,Dataset/test/Mask/P44_T1_142.png
Dataset/test/mat5ch_Flair/P44_T1_143.mat,Dataset/test/Mask/P44_T1_143.png
Dataset/test/mat5ch_Flair/P44_T1_144.mat,Dataset/test/Mask/P44_T1_144.png
Dataset/test/mat5ch_Flair/P44_T1_145.mat,Dataset/test/Mask/P44_T1_145.png
Dataset/test/mat5ch_Flair/P44_T1_146.mat,Dataset/test/Mask/P44_T1_146.png
Dataset/test/mat5ch_Flair/P44_T1_147.mat,Dataset/test/Mask/P44_T1_147.png
Dataset/test/mat5ch_Flair/P44_T1_148.mat,Dataset/test/Mask/P44_T1_148.png
Dataset/test/mat5ch_Flair/P44_T1_149.mat,Dataset/test/Mask/P44_T1_149.png
Dataset/test/mat5ch_Flair/P44_T1_150.mat,Dataset/test/Mask/P44_T1_150.png
Dataset/test/mat5ch_Flair/P44_T1_151.mat,Dataset/test/Mask/P44_T1_151.png
Dataset/test/mat5ch_Flair/P44_T1_152.mat,Dataset/test/Mask/P44_T1_152.png
Dataset/test/mat5ch_Flair/P44_T1_153.mat,Dataset/test/Mask/P44_T1_153.png
Dataset/test/mat5ch_Flair/P44_T1_154.mat,Dataset/test/Mask/P44_T1_154.png
Dataset/test/mat5ch_Flair/P44_T1_155.mat,Dataset/test/Mask/P44_T1_155.png
Dataset/test/mat5ch_Flair/P44_T1_156.mat,Dataset/test/Mask/P44_T1_156.png
Dataset/test/mat5ch_Flair/P44_T1_157.mat,Dataset/test/Mask/P44_T1_157.png
Dataset/test/mat5ch_Flair/P44_T1_158.mat,Dataset/test/Mask/P44_T1_158.png
Dataset/test/mat5ch_Flair/P44_T1_159.mat,Dataset/test/Mask/P44_T1_159.png
Dataset/test/mat5ch_Flair/P44_T1_160.mat,Dataset/test/Mask/P44_T1_160.png
Dataset/test/mat5ch_Flair/P44_T1_161.mat,Dataset/test/Mask/P44_T1_161.png
Dataset/test/mat5ch_Flair/P44_T1_162.mat,Dataset/test/Mask/P44_T1_162.png
Dataset/test/mat5ch_Flair/P44_T1_163.mat,Dataset/test/Mask/P44_T1_163.png
Dataset/test/mat5ch_Flair/P44_T1_164.mat,Dataset/test/Mask/P44_T1_164.png
Dataset/test/mat5ch_Flair/P44_T1_165.mat,Dataset/test/Mask/P44_T1_165.png
Dataset/test/mat5ch_Flair/P44_T1_166.mat,Dataset/test/Mask/P44_T1_166.png
Dataset/test/mat5ch_Flair/P44_T1_167.mat,Dataset/test/Mask/P44_T1_167.png
Dataset/test/mat5ch_Flair/P44_T1_168.mat,Dataset/test/Mask/P44_T1_168.png
Dataset/test/mat5ch_Flair/P44_T1_169.mat,Dataset/test/Mask/P44_T1_169.png
Dataset/test/mat5ch_Flair/P44_T1_170.mat,Dataset/test/Mask/P44_T1_170.png
Dataset/test/mat5ch_Flair/P44_T1_171.mat,Dataset/test/Mask/P44_T1_171.png
Dataset/test/mat5ch_Flair/P44_T1_172.mat,Dataset/test/Mask/P44_T1_172.png
Dataset/test/mat5ch_Flair/P44_T1_173.mat,Dataset/test/Mask/P44_T1_173.png
Dataset/test/mat5ch_Flair/P44_T1_174.mat,Dataset/test/Mask/P44_T1_174.png
Dataset/test/mat5ch_Flair/P44_T1_175.mat,Dataset/test/Mask/P44_T1_175.png
Dataset/test/mat5ch_Flair/P44_T1_176.mat,Dataset/test/Mask/P44_T1_176.png
Dataset/test/mat5ch_Flair/P44_T1_177.mat,Dataset/test/Mask/P44_T1_177.png
Dataset/test/mat5ch_Flair/P44_T1_178.mat,Dataset/test/Mask/P44_T1_178.png
Dataset/test/mat5ch_Flair/P44_T1_179.mat,Dataset/test/Mask/P44_T1_179.png
Dataset/test/mat5ch_Flair/P44_T1_180.mat,Dataset/test/Mask/P44_T1_180.png
Dataset/test/mat5ch_Flair/P44_T1_181.mat,Dataset/test/Mask/P44_T1_181.png
Dataset/test/mat5ch_Flair/P44_T1_182.mat,Dataset/test/Mask/P44_T1_182.png
Dataset/test/mat5ch_Flair/P44_T1_183.mat,Dataset/test/Mask/P44_T1_183.png
Dataset/test/mat5ch_Flair/P44_T1_184.mat,Dataset/test/Mask/P44_T1_184.png
Dataset/test/mat5ch_Flair/P44_T1_185.mat,Dataset/test/Mask/P44_T1_185.png
Dataset/test/mat5ch_Flair/P44_T1_186.mat,Dataset/test/Mask/P44_T1_186.png
Dataset/test/mat5ch_Flair/P44_T1_187.mat,Dataset/test/Mask/P44_T1_187.png
Dataset/test/mat5ch_Flair/P44_T1_188.mat,Dataset/test/Mask/P44_T1_188.png
Dataset/test/mat5ch_Flair/P44_T1_189.mat,Dataset/test/Mask/P44_T1_189.png
Dataset/test/mat5ch_Flair/P44_T1_190.mat,Dataset/test/Mask/P44_T1_190.png
Dataset/test/mat5ch_Flair/P44_T1_191.mat,Dataset/test/Mask/P44_T1_191.png
Dataset/test/mat5ch_Flair/P44_T1_192.mat,Dataset/test/Mask/P44_T1_192.png
Dataset/test/mat5ch_Flair/P44_T1_193.mat,Dataset/test/Mask/P44_T1_193.png
Dataset/test/mat5ch_Flair/P44_T1_194.mat,Dataset/test/Mask/P44_T1_194.png
Dataset/test/mat5ch_Flair/P44_T1_195.mat,Dataset/test/Mask/P44_T1_195.png
Dataset/test/mat5ch_Flair/P44_T1_196.mat,Dataset/test/Mask/P44_T1_196.png
Dataset/test/mat5ch_Flair/P44_T1_197.mat,Dataset/test/Mask/P44_T1_197.png
Dataset/test/mat5ch_Flair/P44_T1_198.mat,Dataset/test/Mask/P44_T1_198.png
Dataset/test/mat5ch_Flair/P44_T1_199.mat,Dataset/test/Mask/P44_T1_199.png
Dataset/test/mat5ch_Flair/P44_T1_200.mat,Dataset/test/Mask/P44_T1_200.png
Dataset/test/mat5ch_Flair/P44_T1_201.mat,Dataset/test/Mask/P44_T1_201.png
Dataset/test/mat5ch_Flair/P44_T1_202.mat,Dataset/test/Mask/P44_T1_202.png
Dataset/test/mat5ch_Flair/P44_T1_203.mat,Dataset/test/Mask/P44_T1_203.png
Dataset/test/mat5ch_Flair/P45_T1_15.mat,Dataset/test/Mask/P45_T1_15.png
Dataset/test/mat5ch_Flair/P45_T1_16.mat,Dataset/test/Mask/P45_T1_16.png
Dataset/test/mat5ch_Flair/P45_T1_17.mat,Dataset/test/Mask/P45_T1_17.png
Dataset/test/mat5ch_Flair/P45_T1_18.mat,Dataset/test/Mask/P45_T1_18.png
Dataset/test/mat5ch_Flair/P45_T1_19.mat,Dataset/test/Mask/P45_T1_19.png
Dataset/test/mat5ch_Flair/P45_T1_20.mat,Dataset/test/Mask/P45_T1_20.png
Dataset/test/mat5ch_Flair/P45_T1_21.mat,Dataset/test/Mask/P45_T1_21.png
Dataset/test/mat5ch_Flair/P45_T1_22.mat,Dataset/test/Mask/P45_T1_22.png
Dataset/test/mat5ch_Flair/P45_T1_23.mat,Dataset/test/Mask/P45_T1_23.png
Dataset/test/mat5ch_Flair/P45_T1_24.mat,Dataset/test/Mask/P45_T1_24.png
Dataset/test/mat5ch_Flair/P45_T1_25.mat,Dataset/test/Mask/P45_T1_25.png
Dataset/test/mat5ch_Flair/P45_T1_26.mat,Dataset/test/Mask/P45_T1_26.png
Dataset/test/mat5ch_Flair/P45_T1_27.mat,Dataset/test/Mask/P45_T1_27.png
Dataset/test/mat5ch_Flair/P45_T1_28.mat,Dataset/test/Mask/P45_T1_28.png
Dataset/test/mat5ch_Flair/P45_T1_29.mat,Dataset/test/Mask/P45_T1_29.png
Dataset/test/mat5ch_Flair/P45_T1_30.mat,Dataset/test/Mask/P45_T1_30.png
Dataset/test/mat5ch_Flair/P45_T1_31.mat,Dataset/test/Mask/P45_T1_31.png
Dataset/test/mat5ch_Flair/P45_T1_32.mat,Dataset/test/Mask/P45_T1_32.png
Dataset/test/mat5ch_Flair/P45_T1_33.mat,Dataset/test/Mask/P45_T1_33.png
Dataset/test/mat5ch_Flair/P45_T1_34.mat,Dataset/test/Mask/P45_T1_34.png
Dataset/test/mat5ch_Flair/P45_T1_35.mat,Dataset/test/Mask/P45_T1_35.png
Dataset/test/mat5ch_Flair/P45_T1_36.mat,Dataset/test/Mask/P45_T1_36.png
Dataset/test/mat5ch_Flair/P45_T1_37.mat,Dataset/test/Mask/P45_T1_37.png
Dataset/test/mat5ch_Flair/P45_T1_38.mat,Dataset/test/Mask/P45_T1_38.png
Dataset/test/mat5ch_Flair/P45_T1_39.mat,Dataset/test/Mask/P45_T1_39.png
Dataset/test/mat5ch_Flair/P45_T1_40.mat,Dataset/test/Mask/P45_T1_40.png
Dataset/test/mat5ch_Flair/P45_T1_41.mat,Dataset/test/Mask/P45_T1_41.png
Dataset/test/mat5ch_Flair/P45_T1_42.mat,Dataset/test/Mask/P45_T1_42.png
Dataset/test/mat5ch_Flair/P45_T1_43.mat,Dataset/test/Mask/P45_T1_43.png
Dataset/test/mat5ch_Flair/P45_T1_44.mat,Dataset/test/Mask/P45_T1_44.png
Dataset/test/mat5ch_Flair/P45_T1_45.mat,Dataset/test/Mask/P45_T1_45.png
Dataset/test/mat5ch_Flair/P45_T1_46.mat,Dataset/test/Mask/P45_T1_46.png
Dataset/test/mat5ch_Flair/P45_T1_47.mat,Dataset/test/Mask/P45_T1_47.png
Dataset/test/mat5ch_Flair/P45_T1_48.mat,Dataset/test/Mask/P45_T1_48.png
Dataset/test/mat5ch_Flair/P45_T1_49.mat,Dataset/test/Mask/P45_T1_49.png
Dataset/test/mat5ch_Flair/P45_T1_50.mat,Dataset/test/Mask/P45_T1_50.png
Dataset/test/mat5ch_Flair/P45_T1_51.mat,Dataset/test/Mask/P45_T1_51.png
Dataset/test/mat5ch_Flair/P45_T1_52.mat,Dataset/test/Mask/P45_T1_52.png
Dataset/test/mat5ch_Flair/P45_T1_53.mat,Dataset/test/Mask/P45_T1_53.png
Dataset/test/mat5ch_Flair/P45_T1_54.mat,Dataset/test/Mask/P45_T1_54.png
Dataset/test/mat5ch_Flair/P45_T1_55.mat,Dataset/test/Mask/P45_T1_55.png
Dataset/test/mat5ch_Flair/P45_T1_56.mat,Dataset/test/Mask/P45_T1_56.png
Dataset/test/mat5ch_Flair/P45_T1_57.mat,Dataset/test/Mask/P45_T1_57.png
Dataset/test/mat5ch_Flair/P45_T1_58.mat,Dataset/test/Mask/P45_T1_58.png
Dataset/test/mat5ch_Flair/P45_T1_59.mat,Dataset/test/Mask/P45_T1_59.png
Dataset/test/mat5ch_Flair/P45_T1_60.mat,Dataset/test/Mask/P45_T1_60.png
Dataset/test/mat5ch_Flair/P45_T1_61.mat,Dataset/test/Mask/P45_T1_61.png
Dataset/test/mat5ch_Flair/P45_T1_62.mat,Dataset/test/Mask/P45_T1_62.png
Dataset/test/mat5ch_Flair/P45_T1_63.mat,Dataset/test/Mask/P45_T1_63.png
Dataset/test/mat5ch_Flair/P45_T1_64.mat,Dataset/test/Mask/P45_T1_64.png
Dataset/test/mat5ch_Flair/P45_T1_65.mat,Dataset/test/Mask/P45_T1_65.png
Dataset/test/mat5ch_Flair/P45_T1_66.mat,Dataset/test/Mask/P45_T1_66.png
Dataset/test/mat5ch_Flair/P45_T1_67.mat,Dataset/test/Mask/P45_T1_67.png
Dataset/test/mat5ch_Flair/P45_T1_68.mat,Dataset/test/Mask/P45_T1_68.png
Dataset/test/mat5ch_Flair/P45_T1_69.mat,Dataset/test/Mask/P45_T1_69.png
Dataset/test/mat5ch_Flair/P45_T1_70.mat,Dataset/test/Mask/P45_T1_70.png
Dataset/test/mat5ch_Flair/P45_T1_71.mat,Dataset/test/Mask/P45_T1_71.png
Dataset/test/mat5ch_Flair/P45_T1_72.mat,Dataset/test/Mask/P45_T1_72.png
Dataset/test/mat5ch_Flair/P45_T1_73.mat,Dataset/test/Mask/P45_T1_73.png
Dataset/test/mat5ch_Flair/P45_T1_74.mat,Dataset/test/Mask/P45_T1_74.png
Dataset/test/mat5ch_Flair/P45_T1_75.mat,Dataset/test/Mask/P45_T1_75.png
Dataset/test/mat5ch_Flair/P45_T1_76.mat,Dataset/test/Mask/P45_T1_76.png
Dataset/test/mat5ch_Flair/P45_T1_77.mat,Dataset/test/Mask/P45_T1_77.png
Dataset/test/mat5ch_Flair/P45_T1_78.mat,Dataset/test/Mask/P45_T1_78.png
Dataset/test/mat5ch_Flair/P45_T1_79.mat,Dataset/test/Mask/P45_T1_79.png
Dataset/test/mat5ch_Flair/P45_T1_80.mat,Dataset/test/Mask/P45_T1_80.png
Dataset/test/mat5ch_Flair/P45_T1_81.mat,Dataset/test/Mask/P45_T1_81.png
Dataset/test/mat5ch_Flair/P45_T1_82.mat,Dataset/test/Mask/P45_T1_82.png
Dataset/test/mat5ch_Flair/P45_T1_83.mat,Dataset/test/Mask/P45_T1_83.png
Dataset/test/mat5ch_Flair/P45_T1_84.mat,Dataset/test/Mask/P45_T1_84.png
Dataset/test/mat5ch_Flair/P45_T1_85.mat,Dataset/test/Mask/P45_T1_85.png
Dataset/test/mat5ch_Flair/P45_T1_86.mat,Dataset/test/Mask/P45_T1_86.png
Dataset/test/mat5ch_Flair/P45_T1_87.mat,Dataset/test/Mask/P45_T1_87.png
Dataset/test/mat5ch_Flair/P45_T1_88.mat,Dataset/test/Mask/P45_T1_88.png
Dataset/test/mat5ch_Flair/P45_T1_89.mat,Dataset/test/Mask/P45_T1_89.png
Dataset/test/mat5ch_Flair/P45_T1_90.mat,Dataset/test/Mask/P45_T1_90.png
Dataset/test/mat5ch_Flair/P45_T1_91.mat,Dataset/test/Mask/P45_T1_91.png
Dataset/test/mat5ch_Flair/P45_T1_92.mat,Dataset/test/Mask/P45_T1_92.png
Dataset/test/mat5ch_Flair/P45_T1_93.mat,Dataset/test/Mask/P45_T1_93.png
Dataset/test/mat5ch_Flair/P45_T1_94.mat,Dataset/test/Mask/P45_T1_94.png
Dataset/test/mat5ch_Flair/P45_T1_95.mat,Dataset/test/Mask/P45_T1_95.png
Dataset/test/mat5ch_Flair/P45_T1_96.mat,Dataset/test/Mask/P45_T1_96.png
Dataset/test/mat5ch_Flair/P45_T1_97.mat,Dataset/test/Mask/P45_T1_97.png
Dataset/test/mat5ch_Flair/P45_T1_98.mat,Dataset/test/Mask/P45_T1_98.png
Dataset/test/mat5ch_Flair/P45_T1_99.mat,Dataset/test/Mask/P45_T1_99.png
Dataset/test/mat5ch_Flair/P45_T1_100.mat,Dataset/test/Mask/P45_T1_100.png
Dataset/test/mat5ch_Flair/P45_T1_101.mat,Dataset/test/Mask/P45_T1_101.png
Dataset/test/mat5ch_Flair/P45_T1_102.mat,Dataset/test/Mask/P45_T1_102.png
Dataset/test/mat5ch_Flair/P45_T1_103.mat,Dataset/test/Mask/P45_T1_103.png
Dataset/test/mat5ch_Flair/P45_T1_104.mat,Dataset/test/Mask/P45_T1_104.png
Dataset/test/mat5ch_Flair/P45_T1_105.mat,Dataset/test/Mask/P45_T1_105.png
Dataset/test/mat5ch_Flair/P45_T1_106.mat,Dataset/test/Mask/P45_T1_106.png
Dataset/test/mat5ch_Flair/P45_T1_107.mat,Dataset/test/Mask/P45_T1_107.png
Dataset/test/mat5ch_Flair/P45_T1_108.mat,Dataset/test/Mask/P45_T1_108.png
